"","TeamName","PositionText","PlayedPositionsRaw","Height","Weight","FirstName","LastName","DateOfBirth","Ranking","PositionShort","PositionLong","Name","Age","GameStarted","SubOn","SubOff","Yellow","SecondYellow","Red","Goals","Assists","TotalPasses","AccuratePasses","AerialWon","AerialLost","TotalTackles","Interceptions","Fouls","OffsidesWon","TotalClearances","WasDribbled","TotalShots","ShotsOnTarget","ShotsBlocked","OwnGoals","KeyPasses","Dribbles","WasFouled","Offsides","Dispossesed","Turnovers","TotalCrosses","AccurateCrosses","TotalLongBalls","AccurateLongBalls","TotalThroughBalls","AccurateThroughBalls"
"130","Brazil","Delantero","-AMR-FW-",180,75,"Givanildo","Vieira de Souza",1986-07-24 19:00:00,15,"AM(R),FW","Attacking Midfielder (Right) / Forward","Hulk",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","Japan","Mediocampo","-DR-MC-MR-",177,72,"Makoto","Hasebe",1984-01-17 19:00:00,11,"D(R),M(CR)","Defender (Right) / Midfielder (Center, Right)","Makoto Hasebe",30,1,0,1,1,0,0,0,0,44,42,0,1,0,0,2,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,6,4,1,1
"489","Japan","Defensa",NA,178,73,"Yasuyuki","Konno",1983-01-24 19:00:00,6,"D","Defender","Yasuyuki Konno",31,1,0,0,0,0,0,0,0,75,67,0,0,2,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0
"125","Brazil","Mediocampo","-MC-",180,76,"Anderson Hernanes","de Carvalho Andrade Lima",1985-05-28 19:00:00,10,"M(C)","Midfielder (Center)","Hernanes",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","Costa Rica","Defensa","-DL-",188,76,"Roy","Miller",1984-11-23 19:00:00,22,"D(L)","Defender (Left)","Roy Miller",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","Costa Rica","Delantero",NA,173,69,"Randall","Brenes",1983-08-12 19:00:00,15,"FW","Forward","Randall Brenes",30,0,1,0,0,0,0,0,0,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"28","Argentina","Mediocampo","-DMC-",178,73,"Fernando","Gago",1986-04-09 18:00:00,5,"DM(C)","Defensive Midfielder (Center)","Fernando Gago",28,1,0,0,0,0,0,0,0,106,98,1,2,3,1,2,0,1,0,0,0,0,0,3,1,3,0,0,1,2,0,11,10,1,1
"462","Ivory Coast","Delantero","-AML-AMR-FW-",179,66,"Gervais","Kouassi",1987-05-26 19:00:00,2,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Gervinho",27,1,0,0,0,0,0,1,0,32,26,0,0,0,1,0,0,0,0,1,1,0,0,1,4,0,2,1,1,1,0,1,1,0,0
"234","Croatia","Defensa","-DL-MC-ML-",171,70,"Danijel","Pranjic",1981-12-01 19:00:00,4,"D(L),M(CL)","Defender (Left) / Midfielder (Center, Left)","Danijel Pranjic",32,1,0,0,0,0,0,0,1,35,32,0,0,1,1,1,0,2,1,0,0,0,0,1,0,0,1,0,2,5,2,1,0,0,0
"301","France","Mediocampo","-DMC-ML-",175,70,"Blaise","Matuidi",1987-04-08 19:00:00,2,"DM(C),M(L)","Defensive Midfielder (Center) / Midfielder (Left)","Blaise Matuidi",27,1,0,0,0,0,0,1,0,37,33,0,1,2,4,1,0,2,1,3,2,1,0,2,4,2,0,0,1,-1,0,2,2,0,0
"44","Argentina","Arquero","-GK-",194,87,"Mariano","Andujar",1983-07-29 19:00:00,21,"GK","Goalkeeper","Mariano Andujar",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","Ecuador","Mediocampo","-DR-MR-",181,78,"Luis Antonio","Valencia",1985-08-03 19:00:00,10,"D(R),M(R)","Defender (Right) / Midfielder (Right)","Antonio Valencia",28,1,0,0,1,0,0,0,0,33,21,10,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,3,1,0,0
"18","Algeria","Mediocampo","-MC-",176,74,"Mehdi","Lacen",1984-03-14 19:00:00,18,"M(C)","Midfielder (Center)","Mehdi Lacen",30,0,1,0,0,0,0,0,0,12,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","Cameroon","Defensa","-DC-DMC-",189,82,"Stéphane","Mbia",1986-05-19 19:00:00,6,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Stéphane Mbia",28,1,0,0,0,0,0,0,0,35,28,1,2,3,4,1,1,2,0,3,0,0,0,1,1,1,0,0,1,3,1,4,3,0,0
"383","Greece","Mediocampo","-DMC-",189,84,"Alexandros","Tziolis",1985-02-12 19:00:00,15,"DM(C)","Defensive Midfielder (Center)","Alexandros Tziolis",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587","Portugal","Defensa","-DC-",187,83,"Bruno Eduardo","Regufe Alves",1981-11-26 19:00:00,12,"D(C)","Defender (Center)","Bruno Alves",32,1,0,0,0,0,0,0,0,49,41,0,3,0,3,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,13,8,0,0
"541","Netherlands","Mediocampo","-MC-MR-",174,70,"Jonathan","de Guzmán",1987-09-12 19:00:00,12,"M(CR)","Midfielder (Center, Right)","Jonathan de Guzmán",26,1,0,1,0,0,0,0,1,35,32,2,1,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,4,4,0,0
"576","Portugal","Mediocampo","-AML-AMR-",175,66,"Luís","Almeida da Cunha",1986-11-16 19:00:00,1,"AM(LR)","Attacking Midfielder (Left, Right)","Nani",27,1,0,0,0,0,0,1,0,42,28,0,1,2,0,3,0,1,2,4,3,0,0,1,1,1,0,3,4,6,2,1,1,0,0
"133","Brazil","Mediocampo","-DMC-",179,67,"Fernando","Luiz Rosa",1985-05-03 19:00:00,18,"DM(C)","Defensive Midfielder (Center)","Fernandinho",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","Belgium","Mediocampo","-DMC-",173,64,"Steven","Defour",1988-04-14 19:00:00,23,"DM(C)","Defensive Midfielder (Center)","Steven Defour",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549","Netherlands","Arquero","-GK-",183,84,"Michel","Vorm",1983-10-19 19:00:00,20,"GK","Goalkeeper","Michel Vorm",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694","Uruguay","Mediocampo","-AML-",178,81,"Cristian","Rodríguez",1985-09-29 19:00:00,4,"AM(L)","Attacking Midfielder (Left)","Cristian Rodríguez",28,1,0,0,0,0,0,0,0,24,19,3,2,2,4,1,0,3,1,1,0,0,0,0,0,2,0,2,0,0,0,3,1,0,0
"467","Ivory Coast","Mediocampo","-DMC-",175,76,"Cheick","Tioté",1986-06-20 19:00:00,7,"DM(C)","Defensive Midfielder (Center)","Cheick Tioté",27,1,0,0,1,0,0,0,0,58,53,0,4,2,1,3,0,0,1,2,0,1,0,0,1,2,0,2,0,2,0,10,9,0,0
"386","Greece","Delantero","-AMC-AML-AMR-",183,77,"Lazaros","Christodoulopoulos",1986-12-18 19:00:00,18,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Lazaros Christodoulopoulos",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","France","Defensa","-DC-DR-",176,72,"Bacary","Sagna",1983-02-13 19:00:00,16,"D(CR)","Defender (Center, Right)","Bacary Sagna",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","Belgium","Defensa","-DC-",188,83,"Nicolas","Lombaerts",1985-03-19 19:00:00,20,"D(C)","Defender (Center)","Nicolas Lombaerts",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","Belgium","Defensa",NA,180,65,"Laurent","Ciman",1985-08-04 19:00:00,19,"D","Defender","Laurent Ciman",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"598","Portugal","Mediocampo","-MC-",180,78,"Rubén","Amorim",1985-01-26 19:00:00,23,"M(C)","Midfielder (Center)","Rubén Amorim",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"578","Portugal","Delantero","-AML-AMR-",180,75,"Silvestre","Varela",1985-02-01 19:00:00,3,"AM(LR)","Attacking Midfielder (Left, Right)","Silvestre Varela",29,0,1,0,0,0,0,1,0,11,10,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"37","Argentina","Delantero","-AMR-FW-",184,79,"Gonzalo","Higuaín",1987-12-09 19:00:00,14,"AM(R),FW","Attacking Midfielder (Right) / Forward","Gonzalo Higuaín",26,1,0,1,0,0,0,0,0,12,11,0,1,1,0,0,0,0,1,1,1,0,0,2,0,0,0,2,3,1,0,0,0,0,0
"100","Bosnia-Herzegovina","Mediocampo","-DMC-",187,83,"Haris","Medunjanin",1985-03-07 19:00:00,8,"DM(C)","Defensive Midfielder (Center)","Haris Medunjanin",29,1,0,1,1,0,0,0,0,80,71,0,0,2,0,1,0,1,3,1,0,0,0,3,0,0,0,2,0,0,0,2,1,2,2
"391","Greece","Defensa","-DC-DR-",193,78,"Vangelis","Moras",1981-08-25 19:00:00,23,"D(CR)","Defender (Center, Right)","Vangelis Moras",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","Croatia","Delantero","-FW-",187,84,"Nikica","Jelavic",1985-08-26 19:00:00,15,"FW","Forward","Nikica Jelavic",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","Argentina","Defensa",NA,188,78,"José","Basanta",1984-04-02 18:00:00,20,"D","Defender","José Basanta",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","Ivory Coast","Defensa","-DL-DMC-",177,71,"Constant","Djakpa",1986-10-16 19:00:00,14,"D(L),DM(C)","Defender (Left) / Defensive Midfielder (Center)","Constant Djakpa",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","Italy","Mediocampo","-MC-ML-",179,76,"Claudio","Marchisio",1986-01-18 19:00:00,3,"M(CL)","Midfielder (Center, Left)","Claudio Marchisio",28,1,0,1,0,0,0,0,0,33,25,0,0,3,3,1,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,2,1,0,0
"122","Brazil","Defensa","-DL-MC-ML-",174,75,"Marcelo Vieira","Da Silva Junior",1988-05-11 19:00:00,7,"D(L),M(CL)","Defender (Left) / Midfielder (Center, Left)","Marcelo",26,1,0,0,0,0,0,0,0,60,52,1,0,1,2,0,0,0,3,1,0,0,0,0,4,0,0,0,1,4,0,4,2,0,0
"591","Portugal","Defensa","-DL-",179,72,"Fábio Alexandre","da Silva Coentrão",1988-03-10 19:00:00,16,"D(L)","Defender (Left)","Fábio Coentrão",26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","Italy","Defensa","-DC-",190,82,"Leonardo","Bonucci",1987-04-30 19:00:00,21,"D(C)","Defender (Center)","Leonardo Bonucci",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","Croatia","Mediocampo","-MC-ML-MR-",175,67,"Luka","Modric",1985-09-08 19:00:00,3,"M(CLR)","Midfielder (Center, Left, Right)","Luka Modric",28,1,0,0,0,0,0,0,0,58,51,1,0,2,2,2,0,0,1,1,0,1,0,1,2,2,0,2,2,2,0,8,7,0,0
"419","Iran","Mediocampo",NA,180,73,"Andranik","Teymourian",1983-03-05 19:00:00,5,"M","Midfielder","Andranik Teymourian",31,1,0,0,0,0,0,0,0,17,11,0,0,5,3,2,0,5,5,0,0,0,0,0,1,1,0,2,2,0,0,2,0,0,0
"213","Costa Rica","Defensa",NA,183,78,"Michael","Umaña",1982-07-15 19:00:00,6,"D","Defender","Michael Umaña",31,1,0,0,0,0,0,0,0,29,23,0,2,3,3,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,0,0
"212","Costa Rica","Mediocampo","-MR-",175,67,"Christian","Bolaños",1984-05-16 19:00:00,5,"M(R)","Midfielder (Right)","Christian Bolaños",30,1,0,0,0,0,0,0,0,38,28,0,2,0,0,6,0,0,0,2,2,0,0,3,1,2,1,4,2,5,2,7,3,0,0
"260","Ecuador","Defensa",NA,179,65,"Jorge","Guagua",1981-09-27 19:00:00,7,"D","Defender","Jorge Guagua",32,1,0,0,0,0,0,0,0,23,16,6,4,2,0,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0
"273","Ecuador","Mediocampo",NA,172,70,"Luis","Saritama",1983-10-19 19:00:00,20,"M","Midfielder","Luis Saritama",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"509","Mexico","Arquero","-GK-",183,72,"Guillermo","Ochoa",1985-07-12 19:00:00,3,"GK","Goalkeeper","Guillermo Ochoa",28,1,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0
"517","Mexico","Mediocampo","-DL-ML-",169,67,"Andrés","Guardado",1986-09-27 19:00:00,11,"D(L),M(L)","Defender (Left) / Midfielder (Left)","Andrés Guardado",27,1,0,0,0,0,0,0,0,39,32,0,0,0,0,3,0,1,1,3,0,1,0,1,1,2,0,0,1,8,1,1,0,0,0
"421","Iran","Defensa",NA,180,78,"Amir Hossein","Sadeqi",1981-09-05 19:00:00,7,"D","Defender","Amir Hossein Sadeqi",32,1,0,0,0,0,0,0,0,4,2,1,2,2,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"54","Australia","Defensa",NA,178,78,"Mark","Milligan",1985-08-03 19:00:00,8,"D","Defender","Mark Milligan",28,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498","Japan","Arquero",NA,177,62,"Yoichiro","Kakitani",1990-01-02 19:00:00,15,"GK","Goalkeeper","Yoichiro Kakitani",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"633","South Korea","Delantero","-AMC-AML-FW-",182,70,"Chu-Young","Park",1985-07-09 19:00:00,12,"AM(CL),FW","Attacking Midfielder (Center, Left) / Forward","Park Chu-Young",28,1,0,1,0,0,0,0,0,19,15,4,4,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0
"464","Ivory Coast","Defensa","-DC-",190,90,"Souleymane","Bamba",1985-01-12 19:00:00,4,"D(C)","Defender (Center)","Souleymane Bamba",29,1,0,0,0,0,0,0,0,34,31,2,0,1,1,0,3,10,0,0,0,0,0,1,1,1,0,0,1,0,0,2,2,0,0
"159","Cameroon","Mediocampo","-DMC-",173,70,"Landry","N'Guémo",1985-11-27 19:00:00,21,"DM(C)","Defensive Midfielder (Center)","Landry N'Guémo",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373","Greece","Defensa","-DL-ML-",184,77,"José","Holebas",1984-06-26 19:00:00,5,"D(L),M(L)","Defender (Left) / Midfielder (Left)","José Holebas",29,1,0,0,0,0,0,0,0,21,14,1,4,1,0,4,1,3,2,1,1,0,0,0,3,1,0,1,2,4,0,4,3,1,0
"326","Germany","Defensa","-DC-DMC-",192,90,"Mats","Hummels",1988-12-15 19:00:00,4,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Mats Hummels",25,1,0,0,0,0,0,0,0,71,61,2,3,4,2,1,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0
"288","England","Mediocampo","-AMC-AML-AMR-",173,73,"Adam","Lallana",1988-05-09 19:00:00,12,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Adam Lallana",26,0,1,0,0,0,0,0,0,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","Belgium","Defensa","-DC-DL-",189,86,"Jan","Vertonghen",1987-04-23 19:00:00,9,"D(CL)","Defender (Center, Left)","Jan Vertonghen",27,0,1,0,0,0,0,0,0,30,23,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0
"506","Japan","Mediocampo",NA,174,73,"Toshihiro","Aoyama",1986-02-21 19:00:00,23,"M","Midfielder","Toshihiro Aoyama",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241","Croatia","Defensa","-DC-DR-",193,82,"Vedran","Corluka",1986-02-04 19:00:00,11,"D(CR)","Defender (Center, Right)","Vedran Corluka",28,1,0,0,0,0,0,0,0,42,36,1,0,2,2,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,11,10,0,0
"42","Argentina","Mediocampo","-MC-",177,71,"Enzo","Pérez",1986-02-21 19:00:00,19,"M(C)","Midfielder (Center)","Enzo Pérez",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579","Portugal","Mediocampo","-DMC-",181,79,"Miguel","Veloso",1986-05-10 19:00:00,4,"DM(C)","Defensive Midfielder (Center)","Miguel Veloso",28,1,0,0,0,0,0,0,0,52,50,0,1,3,2,1,0,1,1,2,0,0,0,2,1,1,0,1,0,10,4,5,4,0,0
"38","Argentina","Mediocampo","-DMC-",178,63,"Lucas","Biglia",1986-01-29 19:00:00,15,"DM(C)","Defensive Midfielder (Center)","Lucas Biglia",28,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","Greece","Defensa","-DC-DR-",185,85,"Sokratis","Papastathopoulos",1988-06-08 19:00:00,2,"D(CR)","Defender (Center, Right)","Sokratis",26,1,0,0,0,0,0,0,0,15,9,0,2,0,1,2,0,9,0,0,0,2,0,0,1,1,0,0,0,0,0,6,2,0,0
"706","Uruguay","Defensa","-DR-",178,77,"Jorge","Fucile",1984-11-18 19:00:00,16,"D(R)","Defender (Right)","Jorge Fucile",29,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691","Uruguay","Delantero","-AMC-AML-AMR-FW-",182,81,"Luis","Suarez",1987-01-23 19:00:00,1,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Luis Suarez",27,1,0,1,0,0,0,2,0,25,16,0,4,1,0,3,0,2,1,4,2,0,0,1,0,1,2,3,2,11,0,1,0,1,0
"696","Uruguay","Defensa","-DC-",188,84,"Diego","Lugano",1980-11-01 19:00:00,6,"D(C)","Defender (Center)","Diego Lugano",33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"552","Netherlands","Arquero","-GK-",188,74,"Tim","Krul",1988-04-02 18:00:00,23,"GK","Goalkeeper","Tim Krul",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684","Switzerland","Mediocampo","-DMC-",183,70,"Gelson","Fernandes",1986-09-01 19:00:00,17,"DM(C)","Defensive Midfielder (Center)","Gelson Fernandes",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","Ecuador","Delantero","-FW-",185,80,"Felipe","Caicedo",1988-09-04 19:00:00,11,"FW","Forward","Felipe Caicedo",25,1,0,1,0,0,0,0,0,21,18,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,4,0,0,0,0,0,0
"115","Bosnia-Herzegovina","Mediocampo",NA,182,80,"Senijad","Ibricic",1985-09-25 19:00:00,23,"M","Midfielder","Senijad Ibricic",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","Italy","Defensa","-DC-",190,80,"Gabriel","Paletta",1986-02-14 19:00:00,14,"D(C)","Defender (Center)","Gabriel Paletta",28,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","Italy","Arquero","-GK-",192,80,"Salvatore","Sirigu",1987-01-11 19:00:00,2,"GK","Goalkeeper","Salvatore Sirigu",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594","Portugal","Mediocampo","-AML-AMR-",172,73,"Adelino André","Vieira de Freitas",1986-01-23 19:00:00,19,"AM(LR)","Attacking Midfielder (Left, Right)","Vieirinha",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","Colombia","Mediocampo","-AMC-",183,77,"Fredy","Guarín",1986-06-29 19:00:00,23,"AM(C)","Attacking Midfielder (Center)","Fredy Guarín",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","Croatia","Mediocampo","-MC-",184,72,"Ivan","Rakitic",1988-03-09 19:00:00,8,"M(C)","Midfielder (Center)","Ivan Rakitic",26,1,0,0,0,0,0,0,0,65,55,0,0,0,3,0,0,0,2,1,1,1,0,1,1,0,0,1,3,1,1,10,8,0,0
"72","Belgium","Mediocampo","-MC-",194,85,"Marouane","Fellaini",1987-11-21 19:00:00,3,"M(C)","Midfielder (Center)","Marouane Fellaini",26,1,0,0,0,0,0,0,0,42,34,5,3,2,1,4,0,0,2,1,0,0,0,1,1,0,3,2,3,1,0,2,0,0,0
"724","USA","Mediocampo","-DMC-",186,75,"Michael","Bradley",1987-07-30 19:00:00,11,"DM(C)","Defensive Midfielder (Center)","Michael Bradley",26,1,0,0,0,0,0,0,0,69,60,0,1,1,2,2,0,0,1,4,1,0,0,1,2,1,0,1,0,1,0,9,5,2,1
"317","France","Delantero","-AML-AMR-FW-",185,80,"Loïc","Remy",1987-01-01 19:00:00,18,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Loïc Remy",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","Greece","Mediocampo","-AMC-AML-AMR-",184,75,"Panagiotis","Kone",1987-07-25 19:00:00,9,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Panagiotis Kone",26,1,0,1,0,0,0,0,0,10,6,0,0,1,0,2,0,0,1,2,1,1,0,1,2,3,0,1,3,4,0,1,1,0,0
"593","Portugal","Arquero","-GK-",188,84,"Rui Pedro dos Santos","Patricio",1988-02-14 19:00:00,18,"GK","Goalkeeper","Rui Patricio",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"74","Belgium","Mediocampo","-AML-AMR-",164,61,"Dries","Mertens",1987-05-05 19:00:00,5,"AM(LR)","Attacking Midfielder (Left, Right)","Dries Mertens",27,1,0,1,0,0,0,0,0,19,12,0,0,1,0,1,0,0,1,3,0,0,0,0,4,1,0,1,0,6,2,3,1,0,0
"25","Argentina","Mediocampo","-AMC-AML-AMR-",180,70,"Ángel","Di María",1988-02-13 19:00:00,2,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Ángel Di María",26,1,0,1,0,0,0,0,0,45,33,0,0,4,0,0,0,1,1,3,1,0,0,3,6,2,0,4,1,15,5,6,3,0,0
"98","Bosnia-Herzegovina","Arquero","-GK-",198,83,"Asmir","Begovic",1987-06-19 19:00:00,6,"GK","Goalkeeper","Asmir Begovic",27,1,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
"450","Italy","Defensa","-DR-MR-",180,73,"Ignazio","Abate",1986-11-11 19:00:00,13,"D(R),M(R)","Defender (Right) / Midfielder (Right)","Ignazio Abate",27,1,0,0,0,0,0,0,0,29,27,1,1,4,1,3,1,1,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0
"448","Italy","Defensa","-DC-DL-DR-ML-MR-",182,70,"Matteo","Darmian",1989-12-01 19:00:00,11,"D(CLR),M(LR)","Defender (Center, Left, Right) / Midfielder (Left, Right)","Matteo Darmian",24,1,0,0,0,0,0,0,0,36,33,2,0,1,2,1,0,4,0,1,1,0,0,0,0,3,1,0,0,0,0,4,2,0,0
"57","Australia","Defensa",NA,187,85,"Alex","Wilkinson",1984-08-12 19:00:00,11,"D","Defender","Alex Wilkinson",29,1,0,0,0,0,0,0,0,53,47,1,5,1,2,2,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0
"60","Australia","Mediocampo",NA,180,81,"James","Troisi",1988-07-02 19:00:00,14,"M","Midfielder","James Troisi",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"722","USA","Mediocampo","-DMC-",181,75,"Kyle","Beckerman",1982-04-22 18:00:00,9,"DM(C)","Defensive Midfielder (Center)","Kyle Beckerman",32,1,0,0,0,0,0,0,0,61,55,0,0,1,4,1,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,5,5,0,0
"374","Greece","Defensa","-DL-DR-",185,80,"Vasilis","Torosidis",1985-06-09 19:00:00,6,"D(LR)","Defender (Left, Right)","Vasilis Torosidis",29,1,0,0,1,0,0,0,0,22,13,2,1,1,2,2,0,7,0,2,1,0,0,0,0,1,0,1,2,2,0,4,0,0,0
"332","Germany","Defensa","-DC-DL-DR-",192,90,"Jerome","Boateng",1988-09-02 19:00:00,10,"D(CLR)","Defender (Center, Left, Right)","Jerome Boateng",25,1,0,1,0,0,0,0,0,23,19,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,0,0
"58","Australia","Defensa",NA,188,87,"Matthew","Spiranovic",1988-06-26 19:00:00,12,"D","Defender","Matthew Spiranovic",25,1,0,0,0,0,0,0,0,59,53,3,2,-1,2,3,1,3,2,1,1,0,0,0,0,3,0,0,0,0,0,8,7,0,0
