"","PlayerId","TeamName","PositionText","PlayedPositionsRaw","Height","Weight","FirstName","LastName","DateOfBirth","Ranking","PositionShort","PositionLong","Name","Age","GameStarted","SubOn","SubOff","Yellow","SecondYellow","Red","Goals","Assists","TotalPasses","AccuratePasses","AerialWon","AerialLost","TotalTackles","Interceptions","Fouls","OffsidesWon","TotalClearances","WasDribbled","TotalShots","ShotsOnTarget","ShotsBlocked","OwnGoals","KeyPasses","Dribbles","WasFouled","Offsides","Dispossesed","Turnovers","TotalCrosses","AccurateCrosses","TotalLongBalls","AccurateLongBalls","TotalThroughBalls","AccurateThroughBalls"
"253",52197,"Belgium","Goalkeeper","-GK-",193,87,"Simon","Mignolet",1988-03-05 19:00:00,23,"GK","Goalkeeper","Simon Mignolet",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252",52201,"Belgium","Goalkeeper","-GK-",187,73,"Sammy","Bossut",1985-08-10 19:00:00,22,"GK","Goalkeeper","Sammy Bossut",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",53606,"Costa Rica","keeper",NA,178,74,"Patrick","Pemberton",1982-04-23 18:00:00,22,"GK","Goalkeeper","Patrick Pemberton",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",53614,"Costa Rica","midfielder",NA,178,73,"José","Cubero",1987-02-13 19:00:00,16,"M","Midfielder","José Cubero",27,0,1,0,0,0,0,0,0,11,9,0,0,0,0,2,0,1,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"208",61610,"Switzerland","Defender","-DL-",180,77,"Ricardo","Rodriguez",1992-08-24 19:00:00,1,"D(L)","Defender (Left)","Ricardo Rodriguez",21,1,0,0,0,0,0,0,0,35,26,1,0,6,4,1,0,7,2,1,0,1,0,1,4,2,0,1,0,4,1,5,1,0,0
"48",62575,"Costa Rica","Defender","-DC-",191,84,"Giancarlo","Gonzalez",1988-02-07 19:00:00,2,"D(C)","Defender (Center)","Giancarlo Gonzalez",26,1,0,0,0,0,0,0,0,31,25,1,3,0,2,1,3,6,1,1,0,2,0,0,0,0,0,0,0,0,0,11,6,0,0
"64",62699,"Costa Rica","keeper",NA,183,74,"Daniel","Cambronero",1986-01-07 19:00:00,18,"GK","Goalkeeper","Daniel Cambronero",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228",63936,"Switzerland","Goalkeeper",NA,187,83,"Roman","Bürki",1990-11-13 19:00:00,21,"GK","Goalkeeper","Roman Bürki",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",65901,"Costa Rica","Goalkeeper","-GK-",184,78,"Keylor","Navas",1986-12-14 19:00:00,3,"GK","Goalkeeper","Keylor Navas",27,1,0,0,1,0,0,0,0,30,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,25,8,0,0
"161",67300,"Germany","Goalkeeper","-GK-",188,83,"Ron-Robert","Zieler",1989-02-11 19:00:00,23,"GK","Goalkeeper","Ron-Robert Zieler",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",68852,"France","Defender","-DC-",187,74,"Eliaquim","Mangala",1991-02-12 19:00:00,20,"D(C)","Defender (Center)","Eliaquim Mangala",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276",69467,"USA","Defender","-DR-MR-",186,83,"Timothy","Chandler",1990-03-28 18:00:00,23,"D(R),M(R)","Defender (Right) / Midfielder (Right)","Timothy Chandler",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236",69933,"Belgium","Defender","-DC-DR-",186,81,"Toby","Alderweireld",1989-03-01 19:00:00,6,"D(CR)","Defender (Center, Right)","Toby Alderweireld",25,1,0,0,0,0,0,0,0,46,39,2,2,4,3,1,0,4,1,2,0,0,0,4,0,1,0,1,0,6,1,6,6,0,0
"4",70033,"Netherlands","Defender","-DL-DMC-",180,72,"Daley","Blind",1990-03-08 19:00:00,4,"D(L),DM(C)","Defender (Left) / Defensive Midfielder (Center)","Daley Blind",24,1,0,0,0,0,0,0,0,59,52,1,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,13,12,0,0
"188",70050,"Argentina","defender","-DC-",187,80,"Marcos","Rojo",1990-03-19 19:00:00,4,"D(C)","Defender (Center)","Marcos Rojo",24,1,0,1,1,0,0,0,0,51,42,1,2,4,4,1,0,6,0,1,0,0,0,2,2,1,0,1,0,11,1,2,1,0,0
"78",70149,"Greece","Defender","-DC-",186,67,"Kostas","Manolas",1991-06-13 19:00:00,9,"D(C)","Defender (Center)","Kostas Manolas",23,1,0,0,1,0,0,0,0,44,41,7,2,2,0,4,0,11,0,1,0,0,0,1,0,1,0,0,1,0,0,2,1,0,0
"263",72626,"USA","Forward","-AMC-AML-AMR-",178,73,"Graham","Zusi",1986-08-17 19:00:00,10,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Graham Zusi",27,1,0,1,0,0,0,0,0,25,18,0,1,1,2,1,0,2,1,2,0,0,0,0,1,1,0,1,-1,5,2,2,1,1,0
"260",72629,"USA","Defender","-DC-",183,78,"Matt","Besler",1987-02-10 19:00:00,7,"D(C)","Defender (Center)","Matt Besler",27,1,0,0,0,0,0,0,0,54,48,4,0,3,2,0,1,15,3,0,0,1,0,0,0,2,0,0,0,1,0,8,6,0,0
"261",72639,"USA","Defender","-DC-",196,94,"Omar","González",1988-10-10 19:00:00,8,"D(C)","Defender (Center)","Omar González",25,1,0,0,0,0,0,0,0,65,58,3,7,2,3,1,1,19,1,0,0,3,0,0,0,1,0,1,0,0,0,7,5,0,0
"231",73084,"Belgium","Midfielder","-AMC-AML-AMR-",181,76,"Kevin","De Bruyne",1991-06-27 19:00:00,1,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Kevin De Bruyne",23,1,0,0,0,0,0,1,1,62,50,1,1,6,4,1,0,1,8,6,2,0,0,10,1,1,1,1,1,11,3,6,4,1,1
"266",73132,"USA","Midfielder","-AMC-AMR-",182,73,"Alejandro","Bedoya",1987-04-28 19:00:00,13,"AM(CR)","Attacking Midfielder (Center, Right)","Alejandro Bedoya",27,1,0,1,0,0,0,0,0,49,44,1,2,11,0,2,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
"242",73798,"Belgium","Goalkeeper","-GK-",198,83,"Thibaut","Courtois",1992-05-10 19:00:00,12,"GK","Goalkeeper","Thibaut Courtois",22,1,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0
"223",74016,"Switzerland","Forward","-FW-",185,69,"Haris","Seferovic",1992-02-21 19:00:00,16,"FW","Forward","Haris Seferovic",22,0,1,0,0,0,0,0,0,14,12,0,2,0,0,2,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
"165",74453,"Algeria","forward",NA,165,58,"Abdelmoumene","Djabou",1987-01-30 19:00:00,4,"FW","Forward","Abdelmoumene Djabou",27,0,1,0,0,0,0,1,0,8,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0
"37",74608,"Mexico","Midfielder","-AMR-",165,62,"Javier","Aquino",1990-02-10 19:00:00,14,"AM(R)","Attacking Midfielder (Right)","Javier Aquino",24,0,1,0,0,0,0,0,0,9,9,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0
"272",74639,"USA","Forward","-FW-",184,70,"Aron","Jóhannsson",1990-11-09 19:00:00,19,"FW","Forward","Aron Jóhannsson",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",76304,"Switzerland","Midfielder","-AMC-AML-AMR-",169,72,"Xherdan","Shaqiri",1991-10-09 19:00:00,3,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Xherdan Shaqiri",22,1,0,0,0,0,0,0,0,48,41,0,0,1,1,4,0,0,1,4,1,0,0,6,3,5,1,5,4,5,1,2,1,1,1
"44",77111,"Mexico","forward",NA,173,68,"Isaác","Brizuela",1990-08-27 19:00:00,21,"FW","Forward","Isaác Brizuela",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",77461,"Germany","Forward","-AMC-AML-AMR-FW-",183,72,"André","Schürrle",1990-11-05 19:00:00,14,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","André Schürrle",23,0,1,0,0,0,0,1,0,21,16,1,1,2,1,1,0,1,1,7,4,0,0,0,1,0,1,1,0,5,0,0,0,0,0
"162",78027,"Algeria","Midfielder","-AMC-AML-AMR-",175,67,"Yacine","Brahimi",1990-02-07 19:00:00,1,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Yacine Brahimi",24,0,1,0,0,0,0,0,0,20,17,0,2,1,0,2,0,0,1,0,0,0,0,0,5,1,0,2,1,3,0,1,1,0,0
"245",78498,"Belgium","Forward","-FW-",190,94,"Romelu","Lukaku",1993-05-12 19:00:00,15,"FW","Forward","Romelu Lukaku",21,0,1,0,0,0,0,1,0,9,6,0,0,0,0,0,0,0,0,4,4,0,0,1,2,0,0,0,0,2,1,0,0,0,0
"166",78623,"Algeria","keeper",NA,190,83,"Rais","M'Bolhi",1986-04-24 18:00:00,5,"GK","Goalkeeper","Rais M'Bolhi",28,1,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,26,7,0,0
"119",80052,"Nigeria","Forward","-FW-",182,82,"Emmanuel","Emenike",1987-05-09 19:00:00,4,"FW","Forward","Emmanuel Emenike",27,1,0,0,0,0,0,0,0,20,17,2,3,0,0,0,0,1,1,4,1,0,0,2,0,1,2,2,3,1,0,1,1,0,0
"108",80241,"France","Midfielder","-AML-AMR-FW-",176,67,"Antoine","Griezmann",1991-03-20 19:00:00,16,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Antoine Griezmann",23,0,1,0,0,0,0,0,0,17,14,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0
"145",80382,"Germany","Midfielder","-AMC-AML-AMR-FW-",176,64,"Mario","Götze",1992-06-02 19:00:00,7,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Mario Götze",22,1,0,1,0,0,0,0,0,20,16,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0
"153",80921,"Germany","Defender","-DC-DR-",184,73,"Shkodran","Mustafi",1992-04-16 19:00:00,15,"D(CR)","Defender (Center, Right)","Shkodran Mustafi",22,1,0,1,0,0,0,0,0,24,20,3,1,0,0,0,1,3,0,1,1,0,0,2,0,0,1,0,0,2,1,1,1,0,0
"175",82062,"Algeria","Defender","-DL-",186,80,"Faouzi","Ghoulam",1991-01-31 19:00:00,14,"D(L)","Defender (Left)","Faouzi Ghoulam",23,1,0,0,0,0,0,0,0,47,32,1,2,3,3,0,1,3,1,1,0,0,0,0,0,0,0,0,3,4,0,6,3,1,1
"85",82274,"Greece","Midfielder",NA,165,61,"Ioannis","Fetfatzidis",1990-12-20 19:00:00,16,"M","Midfielder","Ioannis Fetfatzidis",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",82399,"Netherlands","Defender","-DC-",189,78,"Stefan","de Vrij",1992-02-04 19:00:00,6,"D(C)","Defender (Center)","Stefan de Vrij",22,1,0,0,0,0,0,0,0,54,51,4,0,3,1,1,0,12,2,1,1,0,0,1,0,0,0,0,0,0,0,12,9,0,0
"211",82726,"Switzerland","Defender","-DC-",186,85,"Fabian","Schär",1991-12-19 19:00:00,4,"D(C)","Defender (Center)","Fabian Schär",22,1,0,0,0,0,0,0,0,25,18,2,1,1,0,1,0,16,3,1,0,1,0,0,0,0,0,1,1,1,0,7,4,0,0
"184",83107,"Algeria","keeper",NA,186,82,"Mohamed","Zemmamouche",1985-03-18 19:00:00,23,"GK","Goalkeeper","Mohamed Zemmamouche",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",83385,"Nigeria","forward",NA,194,86,"Michael","Uchebo",1990-02-02 19:00:00,15,"FW","Forward","Michael Uchebo",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214",83588,"Switzerland","Forward","-AMR-FW-",181,70,"Josip","Drmic",1992-08-07 19:00:00,7,"AM(R),FW","Attacking Midfielder (Right) / Forward","Josip Drmic",21,1,0,1,0,0,0,0,0,8,6,1,4,0,0,3,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"75",83798,"Greece","Midfielder","-DMC-",189,80,"Andreas","Samaris",1989-06-12 19:00:00,6,"DM(C)","Defensive Midfielder (Center)","Andreas Samaris",25,1,0,1,1,0,0,0,0,30,24,1,0,2,0,2,0,0,1,2,0,0,0,0,1,2,0,1,0,0,0,5,2,0,0
"42",84414,"Mexico","forward",NA,175,68,"Alan","Pulido",1991-03-07 19:00:00,19,"FW","Forward","Alan Pulido",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",85692,"Algeria","Midfielder","-MC-ML-",180,73,"Saphir","Taïder",1992-02-28 19:00:00,15,"M(CL)","Midfielder (Center, Left)","Saphir Taïder",22,1,0,1,0,0,0,0,0,23,18,0,0,3,1,1,0,0,0,0,0,0,0,0,1,3,1,0,2,4,0,3,2,0,0
"114",85693,"France","Midfielder","-AMC-AML-AMR-",172,66,"Rémy","Cabella",1990-03-07 19:00:00,22,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Rémy Cabella",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",86194,"Mexico","defender",NA,176,81,"Miguel","Ponce",1989-04-11 19:00:00,23,"D","Defender","Miguel Ponce",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",86235,"Mexico","Defender",NA,189,66,"Diego","Reyes",1992-09-18 19:00:00,16,"D","Defender","Diego Reyes",21,0,1,0,0,0,0,0,0,13,8,2,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"217",89401,"Switzerland","Midfielder","-AMC-",185,82,"Granit","Xhaka",1992-09-26 19:00:00,10,"AM(C)","Attacking Midfielder (Center)","Granit Xhaka",21,1,0,1,1,0,0,0,0,20,13,2,0,2,1,6,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0
"54",89851,"Costa Rica","defender",NA,184,85,"Oscar","Duarte",1989-06-02 19:00:00,8,"D","Defender","Oscar Duarte",25,1,0,0,0,1,1,0,0,40,33,1,2,1,2,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,0,0
"99",89925,"France","Defender","-DL-",178,74,"Lucas","Digne",1993-07-19 19:00:00,7,"D(L)","Defender (Left)","Lucas Digne",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167",90115,"Algeria","Defender","-DL-DR-",186,78,"Aissa","Mandi",1991-10-21 19:00:00,6,"D(LR)","Defender (Left, Right)","Aissa Mandi",22,1,0,0,0,0,0,0,0,25,16,0,1,7,1,2,1,3,1,0,0,0,0,1,0,0,0,1,2,0,0,2,-1,1,1
"36",90785,"Mexico","forward",NA,175,67,"Carlos","Peña",1990-03-28 18:00:00,13,"FW","Forward","Carlos Peña",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",90802,"Netherlands","Midfielder","-MC-",169,66,"Jordy","Clasie",1991-06-26 19:00:00,21,"M(C)","Midfielder (Center)","Jordy Clasie",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",90810,"Netherlands","Defender","-DC-DL-",187,76,"Bruno","Martins Indi",1992-02-07 19:00:00,17,"D(CL)","Defender (Center, Left)","Bruno Martins Indi",22,0,1,0,0,0,0,0,0,58,52,0,1,1,1,3,0,3,2,0,0,0,0,1,0,0,0,0,0,2,0,12,7,0,0
"15",90811,"Netherlands","Goalkeeper","-GK-",187,82,"Jasper","Cillessen",1989-04-21 19:00:00,15,"GK","Goalkeeper","Jasper Cillessen",25,1,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
"60",91793,"Costa Rica","defender",NA,175,77,"Johnny","Acosta",1983-07-20 19:00:00,14,"D","Defender","Johnny Acosta",30,0,1,0,0,0,0,0,0,5,2,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0
"106",93206,"France","Defender","-DC-DMC-",191,76,"Raphael","Varane",1993-04-24 19:00:00,14,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Raphael Varane",21,1,0,0,0,0,0,0,0,30,27,0,1,2,0,0,1,7,0,0,0,2,0,0,0,1,0,1,0,2,0,3,2,0,0
"123",93577,"Nigeria","Forward","-AML-AMR-FW-",170,66,"Ahmed","Musa",1992-10-13 19:00:00,8,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Ahmed Musa",21,1,0,0,0,0,0,0,0,9,7,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,-1,9,1,2,1,0,0
"183",95960,"Algeria","Defender","-DL-",186,76,"Liassine","Cadamuro",1988-03-04 19:00:00,22,"D(L)","Defender (Left)","Liassine Cadamuro",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",95977,"Costa Rica","Forward","-AML-AMR-FW-",178,71,"Joel","Campbell",1992-06-25 19:00:00,5,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Joel Campbell",22,1,0,0,0,0,0,0,0,24,20,3,11,0,1,3,0,1,2,0,0,0,0,1,3,7,1,8,8,3,0,1,1,0,0
"66",96296,"Costa Rica","midfielder",NA,178,71,"Diego","Calvo",1991-03-24 19:00:00,20,"M","Midfielder","Diego Calvo",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",96449,"Germany","Midfielder","-AMC-AML-",185,74,"Julian","Draxler",1993-09-19 19:00:00,19,"AM(CL)","Attacking Midfielder (Center, Left)","Julian Draxler",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",97378,"Greece","keeper",NA,196,85,"Stefanos","Kapino",1994-03-17 19:00:00,22,"GK","Goalkeeper","Stefanos Kapino",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",97752,"France","Midfielder","-DMC-",188,80,"Paul","Pogba",1993-03-14 19:00:00,6,"DM(C)","Defensive Midfielder (Center)","Paul Pogba",21,1,0,0,0,0,0,1,0,57,46,1,0,0,0,2,0,3,1,3,2,0,0,0,4,2,0,0,2,1,0,5,3,0,0
"125",99194,"Nigeria","Midfielder",NA,179,76,"Michel","Babatunde",1992-12-23 19:00:00,10,"M","Midfielder","Michel Babatunde",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",102365,"Germany","Midfielder","-MC-",189,82,"Christoph","Kramer",1991-02-18 19:00:00,17,"M(C)","Midfielder (Center)","Christoph Kramer",23,0,1,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"25",103476,"Mexico","Midfielder","-MC-",180,74,"Héctor","Herrera",1990-04-18 19:00:00,2,"M(C)","Midfielder (Center)","Héctor Herrera",24,1,0,0,0,0,0,0,0,46,33,2,2,1,0,1,0,3,3,1,0,0,0,4,4,0,0,0,2,3,1,3,3,0,0
"116",104432,"Nigeria","Defender","-DC-",168,67,"Kenneth","Omeruo",1993-10-16 19:00:00,1,"D(C)","Defender (Center)","Kenneth Omeruo",20,1,0,0,0,0,0,0,0,38,34,5,0,0,4,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0
"174",104749,"Algeria","Forward","-ML-MR-",179,61,"Riyad","Mahrez",1991-02-20 19:00:00,13,"M(LR)","Midfielder (Left, Right)","Riyad Mahrez",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254",104899,"USA","Defender","-DC-",193,78,"John Anthony","Brooks",1993-01-27 19:00:00,1,"D(C)","Defender (Center)","John Anthony Brooks",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",107327,"Costa Rica","midfielder",NA,177,66,"Yeltsin","Tejeda Valverde",1992-03-16 19:00:00,11,"M","Midfielder","Yeltsin Tejeda",22,1,0,1,1,0,0,0,0,24,21,0,0,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,4,4,0,0
"133",107537,"Nigeria","forward",NA,184,78,"Uche","Nwofor",1991-09-16 19:00:00,18,"FW","Forward","Uche Nwofor",22,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",108055,"Algeria","forward",NA,186,75,"Islam","Slimani",1988-06-17 19:00:00,10,"FW","Forward","Islam Slimani",26,1,0,0,0,0,0,0,0,34,22,3,11,0,0,5,0,4,0,2,2,0,0,1,0,1,1,3,1,1,0,0,0,0,0
"38",108186,"Mexico","forward",NA,186,76,"Raúl","Jiménez",1991-05-04 19:00:00,15,"FW","Forward","Raúl Jiménez",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",109117,"Netherlands","Defender","-DC-DL-",183,70,"Terence","Kongolo",1994-02-13 19:00:00,19,"D(CL)","Defender (Center, Left)","Terence Kongolo",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",109632,"Algeria","forward",NA,183,85,"Nabil","Ghilas",1990-04-19 19:00:00,19,"FW","Forward","Nabil Ghilas",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",110154,"Netherlands","Forward","-AML-",176,78,"Memphis","Depay",1994-02-12 19:00:00,5,"AM(L)","Attacking Midfielder (Left)","Memphis Depay",20,0,1,0,0,0,0,0,0,10,7,0,0,0,0,0,0,1,0,2,0,0,0,0,1,3,0,2,1,4,0,1,0,0,0
"159",110182,"Germany","Defender","-DC-DMC-",188,85,"Matthias","Ginter",1994-01-18 19:00:00,21,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Matthias Ginter",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",110290,"Netherlands","Defender","-DC-",184,75,"Joël","Veltman",1992-01-14 19:00:00,13,"D(C)","Defender (Center)","Joël Veltman",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",113905,"Nigeria","Midfielder","-DMC-",170,65,"Ogenyi","Onazi",1992-12-24 19:00:00,5,"DM(C)","Defensive Midfielder (Center)","Ogenyi Onazi",21,1,0,1,0,0,0,0,0,29,25,1,0,2,1,1,0,1,5,1,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0
"131",114390,"Nigeria","midfielder",NA,195,80,"Reuben","Gabriel",1990-09-24 19:00:00,16,"M","Midfielder","Reuben Gabriel",23,0,1,0,0,0,0,0,0,13,12,0,0,2,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0
"156",115165,"Germany","Defender","-DL-",183,73,"Erik","Durm",1992-05-11 19:00:00,18,"D(L)","Defender (Left)","Erik Durm",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",115219,"Mexico","midfielder",NA,166,68,"José Juan","Vázquez",1988-03-13 19:00:00,7,"M","Midfielder","José Juan Vázquez",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",116741,"Costa Rica","Defender","-DL-",176,73,"Waylon","Francis",1990-09-19 19:00:00,23,"D(L)","Defender (Left)","Waylon Francis",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",118266,"Nigeria","Midfielder","-DMC-",170,67,"Ramón","Azeez",1992-12-11 19:00:00,12,"DM(C)","Defensive Midfielder (Center)","Ramón Azeez",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",123398,"Nigeria","defender",NA,195,91,"Azubuike","Egwuekwe",1989-07-15 19:00:00,21,"D","Defender","Azubuike Egwuekwe",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",123399,"Nigeria","Defender","-DC-",186,80,"Godfrey","Oboabona",1990-09-15 19:00:00,17,"D(C)","Defender (Center)","Godfrey Oboabona",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",123401,"Nigeria","defender",NA,184,69,"Juwon","Oshaniwa",1990-09-13 19:00:00,9,"D","Defender","Juwon Oshaniwa",23,1,0,0,0,0,0,0,0,30,23,0,1,3,1,1,1,3,1,1,0,0,0,0,0,0,0,1,2,0,0,4,1,1,0
"137",123402,"Nigeria","keeper",NA,187,83,"Chigozie","Agbim",1984-11-27 19:00:00,22,"GK","Goalkeeper","Chigozie Agbim",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",123635,"Algeria","Defender","-DC-",190,90,"Essaïd","Belkalem",1988-12-31 19:00:00,3,"D(C)","Defender (Center)","Essaïd Belkalem",25,1,0,0,0,0,0,0,0,32,21,2,1,2,3,0,0,8,1,0,0,5,0,0,0,0,0,0,0,0,0,10,3,0,0
